,기준_년분기_코드,자치구_코드_명,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_률,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
63194,20191,서대문구,주유소,27.0,27.0,3.7,1.0,0.0,0.0,0.0
63195,20191,송파구,사진관,209.0,210.0,5.2,11.0,1.0,2.0,1.0
63196,20191,강서구,일반교습학원,906.0,1021.0,7.7,79.0,4.2,43.0,115.0
63197,20191,송파구,핸드폰,364.0,372.0,6.2,23.0,3.0,11.0,8.0
63198,20191,은평구,미용재료,53.0,53.0,1.9,1.0,0.0,0.0,0.0
63199,20191,송파구,편의점,145.0,471.0,3.6,17.0,2.8,13.0,326.0
63184,20191,관악구,당구장,140.0,146.0,8.2,12.0,7.5,11.0,6.0
63185,20191,관악구,중고가구,2.0,2.0,0.0,0.0,0.0,0.0,0.0
63186,20191,송파구,변호사사무소,142.0,142.0,4.9,7.0,0.7,1.0,0.0
63187,20191,송파구,의류임대,11.0,11.0,0.0,0.0,0.0,0.0,0.0
63188,20191,송파구,예술품,42.0,42.0,4.8,2.0,2.4,1.0,0.0
63189,20191,서대문구,예술품,34.0,34.0,5.9,2.0,0.0,0.0,0.0
63190,20191,영등포구,자전거 및 기타운송장비,45.0,45.0,0.0,0.0,0.0,0.0,0.0
63191,20191,은평구,조명용품,161.0,161.0,1.9,3.0,1.2,2.0,0.0
63176,20191,종로구,슈퍼마켓,407.0,491.0,3.1,15.0,4.1,20.0,84.0
63177,20191,강동구,노래방,276.0,283.0,3.5,10.0,3.2,9.0,7.0
63178,20191,성동구,복권방,37.0,37.0,0.0,0.0,0.0,0.0,0.0
63179,20191,중랑구,서적,101.0,103.0,5.8,6.0,1.0,1.0,2.0
63180,20191,서초구,법무사사무소,657.0,657.0,1.5,10.0,0.3,2.0,0.0
63181,20191,서초구,미곡판매,935.0,935.0,0.9,8.0,1.2,11.0,0.0
63182,20191,은평구,통신기기수리,17.0,17.0,11.8,2.0,0.0,0.0,0.0
63183,20191,노원구,의료기기,114.0,114.0,4.4,5.0,0.9,1.0,0.0
63232,20191,성동구,네일숍,95.0,96.0,6.3,6.0,3.1,3.0,1.0
63233,20191,중구,한의원,95.0,95.0,2.1,2.0,1.1,1.0,0.0
63234,20191,서초구,미용실,709.0,791.0,2.0,16.0,1.1,9.0,82.0
63235,20191,성북구,골프연습장,36.0,36.0,0.0,0.0,2.8,1.0,0.0
63236,20191,서초구,변호사사무소,2512.0,2512.0,4.3,107.0,0.6,15.0,0.0
63173,20191,노원구,당구장,144.0,147.0,5.4,8.0,8.2,12.0,3.0
63174,20191,중랑구,운동/경기용품,66.0,66.0,0.0,0.0,3.0,2.0,0.0
63175,20191,성북구,사진관,146.0,147.0,4.1,6.0,2.0,3.0,1.0
63160,20191,송파구,치과의원,334.0,334.0,1.5,5.0,0.6,2.0,0.0
63161,20191,광진구,철물점,86.0,86.0,1.2,1.0,1.2,1.0,0.0
63162,20191,마포구,노래방,252.0,257.0,2.7,7.0,3.5,9.0,5.0
63163,20191,용산구,슈퍼마켓,340.0,425.0,1.6,7.0,4.7,20.0,85.0
63164,20191,중구,외국어학원,30.0,30.0,6.7,2.0,0.0,0.0,0.0
63165,20191,중랑구,한식음식점,1801.0,1976.0,4.3,84.0,4.7,92.0,175.0
63166,20191,동작구,미용실,647.0,709.0,2.3,16.0,1.8,13.0,62.0
63167,20191,은평구,한의원,149.0,149.0,1.3,2.0,0.0,0.0,0.0
63152,20191,송파구,독서실,150.0,202.0,8.9,18.0,4.0,8.0,52.0
63153,20191,양천구,한복점,12.0,12.0,0.0,0.0,0.0,0.0,0.0
63154,20191,서대문구,녹음실,25.0,25.0,0.0,0.0,0.0,0.0,0.0
63155,20191,강동구,악기,14.0,14.0,14.3,2.0,0.0,0.0,0.0
63156,20191,영등포구,일반의원,354.0,354.0,2.5,9.0,1.7,6.0,0.0
63157,20191,중구,당구장,120.0,122.0,4.9,6.0,3.3,4.0,2.0
63158,20191,동작구,분식전문점,280.0,366.0,3.6,13.0,4.1,15.0,86.0
63159,20191,강북구,악기,3.0,3.0,0.0,0.0,0.0,0.0,0.0
63144,20191,강서구,주유소,65.0,65.0,3.1,2.0,3.1,2.0,0.0
63145,20191,강서구,중고가구,4.0,4.0,0.0,0.0,0.0,0.0,0.0
63146,20191,중랑구,컴퓨터학원,8.0,8.0,12.5,1.0,0.0,0.0,0.0
63147,20191,은평구,당구장,146.0,148.0,6.1,9.0,2.7,4.0,2.0
63148,20191,성동구,주유소,30.0,30.0,0.0,0.0,0.0,0.0,0.0
63149,20191,성북구,인테리어,158.0,158.0,4.4,7.0,3.8,6.0,0.0
63150,20191,강동구,의료기기,194.0,196.0,4.6,9.0,1.5,3.0,2.0
63151,20191,송파구,피부관리실,407.0,423.0,4.3,18.0,5.4,23.0,16.0
63200,20191,송파구,가전제품수리,121.0,122.0,7.4,9.0,0.8,1.0,1.0
63201,20191,성동구,스포츠 강습,198.0,206.0,6.3,13.0,1.0,2.0,8.0
63202,20191,동대문구,동물병원,28.0,28.0,0.0,0.0,0.0,0.0,0.0
63203,20191,서대문구,독서실,67.0,87.0,6.9,6.0,3.4,3.0,20.0
63204,20191,금천구,부동산중개업,924.0,926.0,6.2,57.0,1.5,14.0,2.0
63141,20191,중랑구,치과의원,146.0,146.0,0.0,0.0,0.0,0.0,0.0
63142,20191,노원구,시계및귀금속,100.0,103.0,2.9,3.0,1.9,2.0,3.0
63143,20191,노원구,문구,131.0,148.0,3.4,5.0,2.0,3.0,17.0
63128,20191,서초구,비디오/서적임대,11.0,11.0,0.0,0.0,0.0,0.0,0.0
63129,20191,영등포구,노래방,412.0,414.0,3.9,16.0,4.6,19.0,2.0
63130,20191,동작구,일반교습학원,682.0,750.0,6.4,48.0,3.3,25.0,68.0
63131,20191,강남구,노래방,350.0,356.0,2.5,9.0,3.7,13.0,6.0
63132,20191,중구,DVD방,2.0,2.0,0.0,0.0,50.0,1.0,0.0
63133,20191,은평구,부동산중개업,1464.0,1464.0,3.9,57.0,1.5,22.0,0.0
63134,20191,중구,화초,269.0,269.0,1.9,5.0,1.5,4.0,0.0
63135,20191,서대문구,예술학원,248.0,254.0,5.1,13.0,2.0,5.0,6.0
63120,20191,강동구,양식음식점,107.0,132.0,10.6,14.0,8.3,11.0,25.0
63121,20191,강남구,기타법무서비스,276.0,276.0,3.6,10.0,0.0,0.0,0.0
63122,20191,마포구,당구장,129.0,133.0,3.0,4.0,4.5,6.0,4.0
63123,20191,성북구,독서실,63.0,75.0,5.3,4.0,2.7,2.0,12.0
63124,20191,중구,예술품,74.0,74.0,6.8,5.0,2.7,2.0,0.0
63125,20191,구로구,수산물판매,119.0,120.0,4.2,5.0,2.5,3.0,1.0
63126,20191,서대문구,양식음식점,191.0,222.0,6.3,14.0,4.5,10.0,31.0
63127,20191,광진구,편의점,60.0,297.0,4.7,14.0,4.7,14.0,237.0
63112,20191,구로구,중고가구,6.0,6.0,0.0,0.0,0.0,0.0,0.0
63113,20191,동대문구,예술품,130.0,130.0,1.5,2.0,3.1,4.0,0.0
63114,20191,강동구,세탁소,167.0,229.0,2.2,5.0,2.6,6.0,62.0
63115,20191,강북구,여행사,48.0,48.0,6.3,3.0,0.0,0.0,0.0
63116,20191,송파구,조명용품,578.0,578.0,1.6,9.0,0.5,3.0,0.0
63117,20191,동대문구,한식음식점,1960.0,2174.0,3.9,85.0,4.9,106.0,214.0
63118,20191,성북구,양식음식점,152.0,171.0,5.8,10.0,5.3,9.0,19.0
63119,20191,강서구,당구장,193.0,197.0,8.6,17.0,6.6,13.0,4.0
63168,20191,도봉구,악기,6.0,6.0,0.0,0.0,16.7,1.0,0.0
63169,20191,중구,청과상,197.0,197.0,1.0,2.0,4.1,8.0,0.0
63170,20191,강동구,가구,114.0,114.0,0.0,0.0,0.9,1.0,0.0
63171,20191,강서구,청과상,642.0,643.0,3.3,21.0,2.0,13.0,1.0
63172,20191,중랑구,전자상거래업,682.0,682.0,1.2,8.0,0.0,0.0,0.0
63109,20191,영등포구,당구장,177.0,181.0,4.4,8.0,4.4,8.0,4.0
63110,20191,은평구,기타법무서비스,26.0,26.0,3.8,1.0,0.0,0.0,0.0
63111,20191,노원구,네일숍,136.0,143.0,7.0,10.0,1.4,2.0,7.0
63096,20191,강남구,사진관,1063.0,1063.0,2.0,21.0,2.4,25.0,0.0
63097,20191,성북구,세무사사무소,48.0,48.0,0.0,0.0,0.0,0.0,0.0
63098,20191,중구,자전거 및 기타운송장비,12.0,12.0,8.3,1.0,0.0,0.0,0.0
63099,20191,용산구,DVD방,2.0,2.0,0.0,0.0,0.0,0.0,0.0
63100,20191,강서구,의류임대,20.0,20.0,10.0,2.0,0.0,0.0,0.0
63101,20191,중랑구,화초,91.0,91.0,3.3,3.0,2.2,2.0,0.0
63102,20191,서대문구,비디오/서적임대,9.0,9.0,11.1,1.0,0.0,0.0,0.0
63103,20191,영등포구,일반교습학원,494.0,541.0,5.9,32.0,6.5,35.0,47.0
63088,20191,중랑구,안경,59.0,78.0,2.6,2.0,0.0,0.0,19.0
63089,20191,동대문구,PC방,77.0,85.0,5.9,5.0,8.2,7.0,8.0
63090,20191,서초구,가전제품,164.0,164.0,3.7,6.0,4.3,7.0,0.0
63091,20191,서초구,안경,108.0,129.0,1.6,2.0,1.6,2.0,21.0
63092,20191,용산구,미곡판매,53.0,53.0,1.9,1.0,3.8,2.0,0.0
63093,20191,종로구,육류판매,89.0,89.0,2.2,2.0,1.1,1.0,0.0
63094,20191,은평구,녹음실,23.0,23.0,0.0,0.0,0.0,0.0,0.0
63095,20191,용산구,안경,55.0,69.0,4.3,3.0,2.9,2.0,14.0
63080,20191,강동구,커피-음료,509.0,645.0,7.4,48.0,2.8,18.0,136.0
63081,20191,강서구,부동산중개업,1826.0,1826.0,4.8,87.0,0.7,13.0,0.0
63082,20191,동대문구,자동차부품,788.0,788.0,1.6,13.0,0.6,5.0,0.0
63083,20191,강서구,조명용품,318.0,319.0,1.6,5.0,1.3,4.0,1.0
63084,20191,중랑구,골프연습장,34.0,34.0,5.9,2.0,8.8,3.0,0.0
63085,20191,용산구,여관,106.0,107.0,1.9,2.0,3.7,4.0,1.0
63086,20191,광진구,세무사사무소,101.0,101.0,4.0,4.0,1.0,1.0,0.0
63087,20191,서대문구,자동차수리,104.0,119.0,0.8,1.0,0.0,0.0,15.0
63136,20191,종로구,가구,50.0,50.0,4.0,2.0,2.0,1.0,0.0
63137,20191,동대문구,예술학원,245.0,252.0,2.8,7.0,2.0,5.0,7.0
63138,20191,구로구,자전거 및 기타운송장비,33.0,33.0,3.0,1.0,0.0,0.0,0.0
63139,20191,양천구,예술학원,493.0,518.0,5.8,30.0,3.1,16.0,25.0
63140,20191,도봉구,자동차부품,70.0,71.0,4.2,3.0,0.0,0.0,1.0
63077,20191,양천구,통번역서비스,57.0,57.0,3.5,2.0,0.0,0.0,0.0
63078,20191,중구,기타오락장,24.0,26.0,0.0,0.0,0.0,0.0,2.0
63079,20191,관악구,한의원,155.0,155.0,0.0,0.0,0.0,0.0,0.0
63064,20191,관악구,수산물판매,138.0,143.0,2.1,3.0,0.0,0.0,5.0
63065,20191,종로구,치과의원,167.0,167.0,0.0,0.0,0.6,1.0,0.0
63066,20191,구로구,세무사사무소,180.0,180.0,0.0,0.0,1.1,2.0,0.0
63067,20191,영등포구,서적,194.0,195.0,3.1,6.0,1.5,3.0,1.0
63068,20191,관악구,편의점,68.0,349.0,5.7,20.0,4.6,16.0,281.0
63069,20191,종로구,독서실,23.0,24.0,0.0,0.0,12.5,3.0,1.0
63070,20191,중구,회계사사무소,28.0,28.0,0.0,0.0,0.0,0.0,0.0
63071,20191,강서구,PC방,97.0,115.0,8.7,10.0,3.5,4.0,18.0
63056,20191,중랑구,호프-간이주점,633.0,722.0,4.8,35.0,4.6,33.0,89.0
63057,20191,강동구,일식음식점,148.0,174.0,7.5,13.0,5.2,9.0,26.0
63058,20191,성동구,피부관리실,103.0,111.0,9.0,10.0,8.1,9.0,8.0
63059,20191,구로구,섬유제품,108.0,108.0,1.9,2.0,5.6,6.0,0.0
63060,20191,광진구,양식음식점,148.0,178.0,5.1,9.0,4.5,8.0,30.0
63061,20191,서대문구,문구,98.0,117.0,4.3,5.0,0.9,1.0,19.0
63062,20191,서대문구,애완동물,42.0,43.0,0.0,0.0,7.0,3.0,1.0
63063,20191,노원구,세탁소,150.0,204.0,2.9,6.0,1.0,2.0,54.0
63048,20191,동작구,화장품,207.0,252.0,4.0,10.0,2.8,7.0,45.0
63049,20191,동작구,자동차미용,21.0,21.0,4.8,1.0,0.0,0.0,0.0
63050,20191,도봉구,컴퓨터학원,6.0,6.0,0.0,0.0,0.0,0.0,0.0
63051,20191,강북구,일반의류,720.0,722.0,6.9,50.0,3.0,22.0,2.0
63052,20191,중랑구,변호사사무소,9.0,9.0,0.0,0.0,0.0,0.0,0.0
63053,20191,강동구,애완동물,77.0,80.0,2.5,2.0,6.3,5.0,3.0
63054,20191,영등포구,가전제품,143.0,143.0,2.1,3.0,0.0,0.0,0.0
63055,20191,은평구,인테리어,190.0,191.0,1.6,3.0,0.5,1.0,1.0
63104,20191,동작구,재생용품 판매점,30.0,30.0,0.0,0.0,0.0,0.0,0.0
63105,20191,용산구,가전제품,263.0,263.0,1.9,5.0,1.9,5.0,0.0
63106,20191,동작구,DVD방,4.0,4.0,50.0,2.0,0.0,0.0,0.0
63107,20191,강북구,가방,46.0,46.0,17.4,8.0,0.0,0.0,0.0
63108,20191,용산구,복권방,22.0,22.0,0.0,0.0,0.0,0.0,0.0
63045,20191,관악구,기타오락장,70.0,75.0,4.0,3.0,6.7,5.0,5.0
63046,20191,강북구,호프-간이주점,614.0,690.0,4.6,32.0,4.5,31.0,76.0
63047,20191,성동구,반찬가게,192.0,198.0,6.1,12.0,4.5,9.0,6.0
63032,20191,성동구,회계사사무소,17.0,17.0,5.9,1.0,0.0,0.0,0.0
63033,20191,강서구,예술학원,440.0,467.0,4.1,19.0,4.3,20.0,27.0
63034,20191,성동구,화장품,418.0,450.0,9.3,42.0,1.1,5.0,32.0
63035,20191,강동구,일반교습학원,872.0,967.0,5.8,56.0,5.0,48.0,95.0
63036,20191,동작구,네일숍,107.0,108.0,3.7,4.0,0.9,1.0,1.0
63037,20191,관악구,가방,68.0,70.0,2.9,2.0,1.4,1.0,2.0
63038,20191,서대문구,일식음식점,158.0,180.0,2.8,5.0,3.3,6.0,22.0
63039,20191,강북구,시계및귀금속,63.0,64.0,3.1,2.0,0.0,0.0,1.0
63024,20191,광진구,사진관,162.0,162.0,4.3,7.0,1.9,3.0,0.0
63025,20191,종로구,골프연습장,19.0,19.0,5.3,1.0,0.0,0.0,0.0
63026,20191,강남구,한식음식점,4161.0,4808.0,4.5,216.0,4.9,236.0,647.0
63027,20191,성동구,모터사이클및부품,29.0,29.0,0.0,0.0,0.0,0.0,0.0
63028,20191,송파구,수산물판매,1251.0,1252.0,1.3,16.0,0.3,4.0,1.0
63029,20191,노원구,애완동물,55.0,55.0,3.6,2.0,0.0,0.0,0.0
63030,20191,구로구,미용실,728.0,791.0,3.3,26.0,2.4,19.0,63.0
63031,20191,도봉구,일반의류,572.0,573.0,5.2,30.0,4.2,24.0,1.0
63016,20191,서대문구,운동/경기용품,41.0,41.0,2.4,1.0,0.0,0.0,0.0
63017,20191,송파구,유아의류,111.0,121.0,4.1,5.0,3.3,4.0,10.0
63018,20191,강동구,컴퓨터학원,9.0,9.0,0.0,0.0,0.0,0.0,0.0
63019,20191,마포구,문구,193.0,216.0,3.2,7.0,1.9,4.0,23.0
63020,20191,노원구,운동/경기용품,102.0,102.0,3.9,4.0,2.9,3.0,0.0
63021,20191,구로구,미곡판매,93.0,93.0,3.2,3.0,1.1,1.0,0.0
63022,20191,금천구,철물점,91.0,91.0,0.0,0.0,0.0,0.0,0.0
63023,20191,서초구,가정용품임대,65.0,65.0,3.1,2.0,1.5,1.0,0.0
63072,20191,성북구,스포츠클럽,89.0,95.0,8.4,8.0,3.2,3.0,6.0
63073,20191,용산구,가전제품수리,54.0,54.0,5.6,3.0,0.0,0.0,0.0
63074,20191,서초구,통번역서비스,209.0,209.0,3.8,8.0,0.0,0.0,0.0
63075,20191,노원구,독서실,104.0,137.0,6.6,9.0,2.9,4.0,33.0
63076,20191,강남구,의약품,680.0,726.0,3.0,22.0,1.7,12.0,46.0
63013,20191,양천구,복권방,30.0,30.0,0.0,0.0,0.0,0.0,0.0
63014,20191,강동구,편의점,75.0,291.0,4.8,14.0,3.4,10.0,216.0
63015,20191,서대문구,가정용품임대,20.0,20.0,5.0,1.0,0.0,0.0,0.0
63000,20191,영등포구,의류임대,10.0,10.0,20.0,2.0,0.0,0.0,0.0
63001,20191,도봉구,일반의원,165.0,165.0,1.2,2.0,2.4,4.0,0.0
63002,20191,동대문구,핸드폰,214.0,216.0,3.2,7.0,3.7,8.0,2.0
63003,20191,강동구,세무사사무소,107.0,107.0,1.9,2.0,0.9,1.0,0.0
63004,20191,영등포구,호프-간이주점,880.0,966.0,3.5,34.0,6.8,66.0,86.0
63005,20191,구로구,여관,160.0,161.0,3.1,5.0,2.5,4.0,1.0
63006,20191,금천구,화장품,468.0,499.0,6.2,31.0,1.0,5.0,31.0
63007,20191,서대문구,치과의원,128.0,128.0,3.9,5.0,0.0,0.0,0.0
62992,20191,광진구,주류도매,12.0,12.0,0.0,0.0,0.0,0.0,0.0
62993,20191,강동구,부동산중개업,1444.0,1444.0,5.5,79.0,1.2,17.0,0.0
62994,20191,구로구,가전제품,149.0,149.0,2.7,4.0,0.7,1.0,0.0
62995,20191,중랑구,피부관리실,153.0,157.0,1.9,3.0,6.4,10.0,4.0
62996,20191,관악구,자동차미용,40.0,44.0,11.4,5.0,4.5,2.0,4.0
62997,20191,송파구,외국어학원,116.0,123.0,6.5,8.0,2.4,3.0,7.0
62998,20191,송파구,안경,126.0,168.0,4.2,7.0,2.4,4.0,42.0
62999,20191,성북구,전자상거래업,859.0,859.0,2.3,20.0,0.0,0.0,0.0
62984,20191,강동구,일반의원,371.0,371.0,2.2,8.0,1.3,5.0,0.0
62985,20191,서초구,치과의원,325.0,325.0,0.0,0.0,0.0,0.0,0.0
62986,20191,광진구,일식음식점,166.0,202.0,8.9,18.0,5.0,10.0,36.0
62987,20191,강동구,골프연습장,73.0,73.0,2.7,2.0,4.1,3.0,0.0
62988,20191,도봉구,문구,79.0,91.0,4.4,4.0,1.1,1.0,12.0
62989,20191,강동구,재생용품 판매점,47.0,47.0,0.0,0.0,0.0,0.0,0.0
62990,20191,중구,자동차수리,37.0,48.0,0.0,0.0,0.0,0.0,11.0
62991,20191,구로구,서적,160.0,163.0,3.1,5.0,3.1,5.0,3.0
63040,20191,송파구,중고가구,7.0,7.0,0.0,0.0,0.0,0.0,0.0
63041,20191,중랑구,반찬가게,240.0,241.0,2.5,6.0,3.3,8.0,1.0
63042,20191,용산구,애완동물,41.0,41.0,2.4,1.0,2.4,1.0,0.0
63043,20191,강서구,문구,212.0,238.0,1.7,4.0,0.4,1.0,26.0
63044,20191,동작구,치과의원,177.0,177.0,2.3,4.0,0.0,0.0,0.0
62981,20191,성북구,피부관리실,161.0,163.0,4.9,8.0,3.7,6.0,2.0
62982,20191,광진구,육류판매,205.0,206.0,4.4,9.0,2.4,5.0,1.0
62983,20191,관악구,가구,87.0,87.0,3.4,3.0,0.0,0.0,0.0
62968,20191,서대문구,회계사사무소,8.0,8.0,0.0,0.0,0.0,0.0,0.0
62969,20191,성동구,고시원,7.0,7.0,0.0,0.0,0.0,0.0,0.0
62970,20191,송파구,가전제품,160.0,160.0,1.3,2.0,2.5,4.0,0.0
62971,20191,성동구,변리사사무소,20.0,20.0,0.0,0.0,0.0,0.0,0.0
62972,20191,강북구,예술품,9.0,9.0,11.1,1.0,0.0,0.0,0.0
62973,20191,동작구,안경,73.0,89.0,2.2,2.0,2.2,2.0,16.0
62974,20191,성동구,문구,112.0,125.0,2.4,3.0,1.6,2.0,13.0
62975,20191,관악구,한복점,9.0,9.0,0.0,0.0,0.0,0.0,0.0
62960,20191,광진구,애완동물,54.0,57.0,3.5,2.0,5.3,3.0,3.0
62961,20191,서초구,서적,262.0,268.0,1.5,4.0,3.0,8.0,6.0
62962,20191,용산구,화초,178.0,178.0,3.4,6.0,3.9,7.0,0.0
62963,20191,은평구,의료기기,94.0,95.0,4.2,4.0,4.2,4.0,1.0
62964,20191,서대문구,외국어학원,44.0,47.0,6.4,3.0,0.0,0.0,3.0
62965,20191,영등포구,변호사사무소,94.0,94.0,5.3,5.0,2.1,2.0,0.0
62966,20191,금천구,예술품,6.0,6.0,0.0,0.0,0.0,0.0,0.0
62967,20191,중구,치킨전문점,58.0,173.0,8.1,14.0,2.3,4.0,115.0
62952,20191,강서구,가방,97.0,97.0,7.2,7.0,0.0,0.0,0.0
62953,20191,강남구,자동차수리,247.0,270.0,2.2,6.0,3.0,8.0,23.0
62954,20191,광진구,화초,131.0,132.0,6.1,8.0,2.3,3.0,1.0
62955,20191,성북구,한의원,113.0,113.0,0.0,0.0,0.0,0.0,0.0
62956,20191,서초구,자동차수리,256.0,290.0,1.7,5.0,2.4,7.0,34.0
62957,20191,도봉구,여관,33.0,33.0,6.1,2.0,3.0,1.0,0.0
62958,20191,중구,의류임대,11.0,11.0,9.1,1.0,0.0,0.0,0.0
62959,20191,성동구,가전제품수리,59.0,59.0,1.7,1.0,0.0,0.0,0.0
63008,20191,강남구,재생용품 판매점,64.0,64.0,0.0,0.0,0.0,0.0,0.0
63009,20191,성동구,재생용품 판매점,50.0,50.0,2.0,1.0,0.0,0.0,0.0
63010,20191,강동구,모터사이클수리,24.0,24.0,0.0,0.0,0.0,0.0,0.0
63011,20191,마포구,통신기기수리,27.0,27.0,0.0,0.0,11.1,3.0,0.0
63012,20191,노원구,전자게임장,10.0,11.0,9.1,1.0,0.0,0.0,1.0
62949,20191,강서구,통신기기수리,25.0,25.0,0.0,0.0,0.0,0.0,0.0
62950,20191,마포구,주류도매,40.0,40.0,2.5,1.0,0.0,0.0,0.0
62951,20191,중구,의약품,209.0,220.0,1.8,4.0,0.9,2.0,11.0
62936,20191,종로구,자동차부품,38.0,38.0,2.6,1.0,0.0,0.0,0.0
62937,20191,노원구,여행사,74.0,74.0,2.7,2.0,0.0,0.0,0.0
62938,20191,광진구,모터사이클및부품,42.0,42.0,2.4,1.0,2.4,1.0,0.0
62939,20191,강동구,의약품,300.0,333.0,4.8,16.0,1.8,6.0,33.0
62940,20191,양천구,일식음식점,100.0,127.0,4.7,6.0,6.3,8.0,27.0
62941,20191,강북구,한식음식점,1593.0,1766.0,4.5,79.0,4.3,76.0,173.0
62942,20191,관악구,복권방,55.0,55.0,0.0,0.0,0.0,0.0,0.0
62943,20191,강동구,한복점,13.0,13.0,0.0,0.0,0.0,0.0,0.0
62928,20191,강북구,골프연습장,18.0,18.0,0.0,0.0,0.0,0.0,0.0
62929,20191,금천구,가방,72.0,73.0,4.1,3.0,2.7,2.0,1.0
62930,20191,동작구,스포츠 강습,177.0,185.0,5.4,10.0,1.6,3.0,8.0
62931,20191,종로구,예술학원,127.0,133.0,5.3,7.0,3.0,4.0,6.0
62932,20191,구로구,제과점,93.0,166.0,4.2,7.0,3.6,6.0,73.0
62933,20191,노원구,모터사이클수리,12.0,12.0,8.3,1.0,0.0,0.0,0.0
62934,20191,은평구,청과상,194.0,194.0,4.6,9.0,3.6,7.0,0.0
62935,20191,구로구,분식전문점,288.0,398.0,3.5,14.0,2.5,10.0,110.0
62920,20191,동대문구,슈퍼마켓,463.0,586.0,3.6,21.0,5.1,30.0,123.0
62921,20191,영등포구,전자상거래업,707.0,707.0,3.0,21.0,0.0,0.0,0.0
62922,20191,용산구,녹음실,27.0,27.0,3.7,1.0,3.7,1.0,0.0
62923,20191,강북구,여관,221.0,223.0,5.4,12.0,4.5,10.0,2.0
62924,20191,관악구,모터사이클수리,32.0,33.0,6.1,2.0,0.0,0.0,1.0
62925,20191,노원구,자동차수리,148.0,167.0,1.2,2.0,3.0,5.0,19.0
62926,20191,서대문구,핸드폰,155.0,156.0,5.1,8.0,4.5,7.0,1.0
62927,20191,광진구,치과의원,161.0,161.0,1.2,2.0,0.0,0.0,0.0
62976,20191,광진구,중고가구,4.0,4.0,25.0,1.0,0.0,0.0,0.0
62977,20191,노원구,악기,22.0,22.0,0.0,0.0,0.0,0.0,0.0
62978,20191,강동구,통번역서비스,40.0,40.0,2.5,1.0,0.0,0.0,0.0
62979,20191,중구,예술학원,68.0,71.0,7.0,5.0,2.8,2.0,3.0
62980,20191,서초구,예술학원,532.0,547.0,5.1,28.0,3.7,20.0,15.0
62917,20191,은평구,세무사사무소,52.0,52.0,5.8,3.0,3.8,2.0,0.0
62918,20191,동작구,전자상거래업,557.0,557.0,2.9,16.0,0.0,0.0,0.0
62919,20191,성동구,일반의류,932.0,932.0,4.7,44.0,3.6,34.0,0.0
62904,20191,서초구,조명용품,572.0,572.0,1.4,8.0,1.7,10.0,0.0
62905,20191,서대문구,변리사사무소,4.0,4.0,0.0,0.0,0.0,0.0,0.0
62906,20191,서초구,재생용품 판매점,78.0,78.0,3.8,3.0,0.0,0.0,0.0
62907,20191,은평구,일식음식점,106.0,125.0,8.0,10.0,8.0,10.0,19.0
62908,20191,용산구,예술학원,131.0,135.0,4.4,6.0,4.4,6.0,4.0
62909,20191,성북구,주유소,38.0,38.0,5.3,2.0,0.0,0.0,0.0
62910,20191,도봉구,자동차수리,135.0,155.0,1.3,2.0,1.9,3.0,20.0
62911,20191,은평구,안경,61.0,81.0,2.5,2.0,4.9,4.0,20.0
62896,20191,중랑구,자동차미용,60.0,61.0,8.2,5.0,0.0,0.0,1.0
62897,20191,서초구,외국어학원,167.0,177.0,7.9,14.0,1.7,3.0,10.0
62898,20191,노원구,호프-간이주점,459.0,532.0,3.2,17.0,3.2,17.0,73.0
62899,20191,서초구,신발,173.0,174.0,1.7,3.0,1.7,3.0,1.0
62900,20191,성북구,DVD방,4.0,4.0,0.0,0.0,0.0,0.0,0.0
62901,20191,도봉구,중고가구,1.0,1.0,0.0,0.0,0.0,0.0,0.0
62902,20191,강북구,외국어학원,23.0,23.0,8.7,2.0,0.0,0.0,0.0
62903,20191,용산구,가정용품임대,14.0,14.0,14.3,2.0,0.0,0.0,0.0
62888,20191,은평구,신발,118.0,119.0,1.7,2.0,2.5,3.0,1.0
62889,20191,노원구,미용재료,30.0,30.0,0.0,0.0,3.3,1.0,0.0
62890,20191,관악구,통번역서비스,52.0,52.0,1.9,1.0,0.0,0.0,0.0
62891,20191,영등포구,게스트하우스,18.0,18.0,0.0,0.0,0.0,0.0,0.0
62892,20191,강서구,섬유제품,113.0,113.0,1.8,2.0,2.7,3.0,0.0
62893,20191,양천구,의류임대,5.0,5.0,0.0,0.0,0.0,0.0,0.0
62894,20191,송파구,여행사,224.0,224.0,2.7,6.0,0.4,1.0,0.0
62895,20191,중구,게스트하우스,138.0,149.0,6.0,9.0,1.3,2.0,11.0
62944,20191,마포구,시계및귀금속,105.0,109.0,1.8,2.0,1.8,2.0,4.0
62945,20191,중구,노래방,144.0,144.0,4.2,6.0,2.8,4.0,0.0
62946,20191,종로구,일반의류,1431.0,1440.0,5.0,72.0,2.8,40.0,9.0
62947,20191,서대문구,신발,92.0,93.0,1.1,1.0,3.2,3.0,1.0
62948,20191,구로구,반찬가게,308.0,314.0,3.5,11.0,3.2,10.0,6.0
62885,20191,중랑구,완구,24.0,24.0,0.0,0.0,0.0,0.0,0.0
62886,20191,강동구,제과점,169.0,246.0,7.3,18.0,3.3,8.0,77.0
62887,20191,금천구,악기,12.0,12.0,0.0,0.0,0.0,0.0,0.0
