,기준_년분기_코드,자치구_코드_명,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_률,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
64324,20191,중랑구,기타오락장,69.0,74.0,13.5,10.0,4.1,3.0,5.0
64261,20191,성북구,완구,22.0,22.0,0.0,0.0,0.0,0.0,0.0
64262,20191,동대문구,피부관리실,130.0,134.0,0.7,1.0,6.0,8.0,4.0
64263,20191,도봉구,반찬가게,187.0,192.0,4.7,9.0,2.6,5.0,5.0
64248,20191,서대문구,패스트푸드점,86.0,184.0,4.3,8.0,4.3,8.0,98.0
64249,20191,마포구,골프연습장,54.0,54.0,1.9,1.0,0.0,0.0,0.0
64250,20191,관악구,미용재료,54.0,54.0,1.9,1.0,1.9,1.0,0.0
64251,20191,서초구,컴퓨터학원,36.0,37.0,2.7,1.0,2.7,1.0,1.0
64252,20191,영등포구,모터사이클수리,26.0,26.0,0.0,0.0,3.8,1.0,0.0
64253,20191,영등포구,청과상,586.0,587.0,2.6,15.0,2.0,12.0,1.0
64254,20191,도봉구,의료기기,75.0,76.0,2.6,2.0,3.9,3.0,1.0
64255,20191,중랑구,문구,99.0,108.0,4.6,5.0,0.9,1.0,9.0
64240,20191,종로구,자동차수리,35.0,43.0,2.3,1.0,4.7,2.0,8.0
64241,20191,종로구,전자게임장,7.0,8.0,0.0,0.0,0.0,0.0,1.0
64242,20191,강동구,피부관리실,221.0,226.0,5.8,13.0,6.6,15.0,5.0
64243,20191,강서구,녹음실,25.0,25.0,0.0,0.0,0.0,0.0,0.0
64244,20191,서초구,자동차부품,199.0,200.0,2.5,5.0,2.0,4.0,1.0
64245,20191,금천구,반찬가게,266.0,270.0,2.2,6.0,2.6,7.0,4.0
64246,20191,마포구,네일숍,221.0,225.0,6.2,14.0,1.8,4.0,4.0
64247,20191,도봉구,섬유제품,75.0,75.0,1.3,1.0,2.7,2.0,0.0
64232,20191,강서구,컴퓨터및주변장치판매,330.0,330.0,3.9,13.0,0.9,3.0,0.0
64233,20191,영등포구,완구,53.0,53.0,3.8,2.0,1.9,1.0,0.0
64234,20191,송파구,복권방,50.0,50.0,0.0,0.0,0.0,0.0,0.0
64235,20191,중랑구,중식음식점,95.0,101.0,2.0,2.0,5.0,5.0,6.0
64236,20191,도봉구,화초,74.0,74.0,1.4,1.0,2.7,2.0,0.0
64237,20191,마포구,고시원,4.0,4.0,0.0,0.0,0.0,0.0,0.0
64238,20191,마포구,독서실,56.0,62.0,11.3,7.0,3.2,2.0,6.0
64239,20191,강남구,중고가구,8.0,8.0,0.0,0.0,0.0,0.0,0.0
64288,20191,강동구,예술학원,340.0,362.0,4.7,17.0,3.9,14.0,22.0
64289,20191,광진구,가정용품임대,30.0,30.0,6.7,2.0,0.0,0.0,0.0
64290,20191,동대문구,가전제품수리,103.0,103.0,3.9,4.0,3.9,4.0,0.0
64291,20191,중랑구,일식음식점,81.0,94.0,8.5,8.0,1.1,1.0,13.0
64292,20191,서초구,중고차판매,111.0,111.0,6.3,7.0,2.7,3.0,0.0
64229,20191,종로구,건축물청소,80.0,80.0,5.0,4.0,2.5,2.0,0.0
64230,20191,구로구,비디오/서적임대,8.0,8.0,0.0,0.0,0.0,0.0,0.0
64231,20191,금천구,외국어학원,27.0,29.0,13.8,4.0,0.0,0.0,2.0
64216,20191,동대문구,일식음식점,119.0,140.0,4.3,6.0,8.6,12.0,21.0
64217,20191,강서구,DVD방,2.0,2.0,0.0,0.0,0.0,0.0,0.0
64218,20191,성북구,핸드폰,206.0,208.0,6.7,14.0,4.3,9.0,2.0
64219,20191,송파구,커피-음료,909.0,1215.0,6.0,73.0,3.7,45.0,306.0
64220,20191,성북구,스포츠 강습,196.0,202.0,5.4,11.0,1.5,3.0,6.0
64221,20191,구로구,세탁소,173.0,209.0,5.3,11.0,1.4,3.0,36.0
64222,20191,강남구,게스트하우스,43.0,45.0,6.7,3.0,2.2,1.0,2.0
64223,20191,영등포구,건축물청소,194.0,196.0,5.1,10.0,1.5,3.0,2.0
64208,20191,중구,일반의원,250.0,250.0,1.6,4.0,1.6,4.0,0.0
64209,20191,성동구,컴퓨터학원,12.0,12.0,8.3,1.0,0.0,0.0,0.0
64210,20191,송파구,일식음식점,319.0,393.0,5.3,21.0,4.8,19.0,74.0
64211,20191,양천구,안경,85.0,109.0,1.8,2.0,0.0,0.0,24.0
64212,20191,서초구,DVD방,3.0,3.0,0.0,0.0,0.0,0.0,0.0
64213,20191,용산구,커피-음료,676.0,809.0,5.1,41.0,3.0,24.0,133.0
64214,20191,서대문구,스포츠 강습,147.0,153.0,6.5,10.0,2.0,3.0,6.0
64215,20191,강동구,수산물판매,145.0,145.0,2.8,4.0,2.1,3.0,0.0
64200,20191,양천구,기타법무서비스,40.0,40.0,2.5,1.0,0.0,0.0,0.0
64201,20191,도봉구,스포츠 강습,142.0,146.0,6.2,9.0,2.7,4.0,4.0
64202,20191,구로구,건축물청소,163.0,167.0,3.6,6.0,1.8,3.0,4.0
64203,20191,종로구,자전거 및 기타운송장비,9.0,9.0,0.0,0.0,22.2,2.0,0.0
64204,20191,마포구,모터사이클및부품,32.0,32.0,3.1,1.0,0.0,0.0,0.0
64205,20191,성동구,가구,63.0,63.0,6.3,4.0,0.0,0.0,0.0
64206,20191,강남구,청과상,287.0,293.0,3.1,9.0,2.7,8.0,6.0
64207,20191,관악구,한식음식점,1954.0,2226.0,5.4,121.0,5.5,123.0,272.0
64256,20191,금천구,미용재료,35.0,35.0,2.9,1.0,0.0,0.0,0.0
64257,20191,구로구,시계및귀금속,130.0,132.0,3.8,5.0,0.8,1.0,2.0
64258,20191,송파구,자동차부품,218.0,218.0,0.9,2.0,0.9,2.0,0.0
64259,20191,강동구,분식전문점,306.0,434.0,5.3,23.0,5.1,22.0,128.0
64260,20191,중랑구,게스트하우스,7.0,7.0,0.0,0.0,14.3,1.0,0.0
64197,20191,마포구,미곡판매,75.0,75.0,4.0,3.0,2.7,2.0,0.0
64198,20191,중랑구,주류도매,27.0,27.0,0.0,0.0,0.0,0.0,0.0
64199,20191,도봉구,게스트하우스,1.0,1.0,100.0,1.0,0.0,0.0,0.0
64184,20191,중구,중식음식점,228.0,254.0,9.1,23.0,3.1,8.0,26.0
64185,20191,광진구,기타오락장,110.0,113.0,6.2,7.0,0.9,1.0,3.0
64186,20191,구로구,화초,114.0,114.0,4.4,5.0,1.8,2.0,0.0
64187,20191,종로구,스포츠클럽,52.0,53.0,5.7,3.0,1.9,1.0,1.0
64188,20191,영등포구,재생용품 판매점,89.0,89.0,3.4,3.0,1.1,1.0,0.0
64189,20191,강남구,미용실,1403.0,1528.0,4.5,69.0,3.1,48.0,125.0
64190,20191,중랑구,부동산중개업,880.0,880.0,4.2,37.0,1.0,9.0,0.0
64191,20191,구로구,한식음식점,1771.0,2040.0,3.0,62.0,3.8,78.0,269.0
64176,20191,강남구,반찬가게,712.0,749.0,3.9,29.0,1.1,8.0,37.0
64177,20191,용산구,여행사,186.0,187.0,2.1,4.0,1.1,2.0,1.0
64178,20191,동작구,한복점,4.0,4.0,0.0,0.0,0.0,0.0,0.0
64179,20191,영등포구,가정용품임대,28.0,28.0,3.6,1.0,0.0,0.0,0.0
64180,20191,마포구,의료기기,122.0,122.0,3.3,4.0,3.3,4.0,0.0
64181,20191,강북구,양식음식점,45.0,52.0,5.8,3.0,1.9,1.0,7.0
64182,20191,강북구,모터사이클수리,26.0,26.0,0.0,0.0,0.0,0.0,0.0
64183,20191,구로구,통신기기수리,27.0,27.0,0.0,0.0,0.0,0.0,0.0
64168,20191,종로구,가정용품임대,5.0,5.0,0.0,0.0,0.0,0.0,0.0
64169,20191,구로구,전자상거래업,692.0,692.0,2.2,15.0,0.0,0.0,0.0
64170,20191,성동구,패스트푸드점,72.0,155.0,7.7,12.0,3.2,5.0,83.0
64171,20191,서대문구,주류도매,23.0,23.0,0.0,0.0,0.0,0.0,0.0
64172,20191,강남구,핸드폰,381.0,385.0,3.4,13.0,2.3,9.0,4.0
64173,20191,은평구,예술품,24.0,24.0,0.0,0.0,0.0,0.0,0.0
64174,20191,금천구,복권방,29.0,29.0,0.0,0.0,0.0,0.0,0.0
64175,20191,송파구,컴퓨터학원,22.0,23.0,4.3,1.0,0.0,0.0,1.0
64224,20191,강동구,기타오락장,61.0,64.0,4.7,3.0,7.8,5.0,3.0
64225,20191,강서구,여행사,309.0,309.0,4.5,14.0,0.0,0.0,0.0
64226,20191,종로구,컴퓨터및주변장치판매,114.0,114.0,1.8,2.0,0.9,1.0,0.0
64227,20191,용산구,제과점,144.0,207.0,5.3,11.0,4.3,9.0,63.0
64228,20191,구로구,호프-간이주점,684.0,773.0,4.1,32.0,3.9,30.0,89.0
64165,20191,도봉구,법무사사무소,67.0,67.0,1.5,1.0,0.0,0.0,0.0
64166,20191,송파구,신발,307.0,313.0,4.8,15.0,2.6,8.0,6.0
64167,20191,종로구,애완동물,43.0,43.0,4.7,2.0,0.0,0.0,0.0
64152,20191,양천구,주류도매,15.0,15.0,6.7,1.0,0.0,0.0,0.0
64153,20191,노원구,가구,114.0,114.0,1.8,2.0,1.8,2.0,0.0
64154,20191,강동구,유아의류,101.0,102.0,2.9,3.0,7.8,8.0,1.0
64155,20191,양천구,가전제품수리,125.0,125.0,4.0,5.0,0.8,1.0,0.0
64156,20191,양천구,세탁소,178.0,240.0,1.7,4.0,1.3,3.0,62.0
64157,20191,성동구,완구,17.0,17.0,0.0,0.0,0.0,0.0,0.0
64158,20191,강북구,스포츠 강습,132.0,137.0,4.4,6.0,1.5,2.0,5.0
64159,20191,도봉구,가전제품,49.0,49.0,0.0,0.0,2.0,1.0,0.0
64144,20191,강남구,회계사사무소,235.0,235.0,1.3,3.0,0.4,1.0,0.0
64145,20191,종로구,복권방,22.0,22.0,0.0,0.0,0.0,0.0,0.0
64146,20191,중랑구,커피-음료,325.0,415.0,9.2,38.0,3.9,16.0,90.0
64147,20191,광진구,동물병원,39.0,40.0,5.0,2.0,2.5,1.0,1.0
64148,20191,용산구,전자게임장,4.0,5.0,0.0,0.0,0.0,0.0,1.0
64149,20191,용산구,변호사사무소,25.0,25.0,8.0,2.0,0.0,0.0,0.0
64150,20191,동작구,일반의류,564.0,565.0,3.4,19.0,4.1,23.0,1.0
64151,20191,양천구,게스트하우스,1.0,1.0,0.0,0.0,0.0,0.0,0.0
64136,20191,종로구,중고차판매,2.0,2.0,0.0,0.0,0.0,0.0,0.0
64137,20191,중구,전자게임장,5.0,5.0,0.0,0.0,0.0,0.0,0.0
64138,20191,서초구,당구장,208.0,215.0,7.9,17.0,7.0,15.0,7.0
64139,20191,도봉구,통신기기수리,5.0,5.0,0.0,0.0,0.0,0.0,0.0
64140,20191,동작구,운동/경기용품,66.0,66.0,3.0,2.0,4.5,3.0,0.0
64141,20191,성동구,주류도매,31.0,31.0,3.2,1.0,0.0,0.0,0.0
64142,20191,성북구,화장품,226.0,269.0,2.6,7.0,3.3,9.0,43.0
64143,20191,강북구,법무사사무소,23.0,23.0,8.7,2.0,0.0,0.0,0.0
64192,20191,마포구,자동차미용,42.0,47.0,4.3,2.0,6.4,3.0,5.0
64193,20191,종로구,수산물판매,60.0,61.0,1.6,1.0,0.0,0.0,1.0
64194,20191,동작구,독서실,134.0,150.0,10.0,15.0,6.0,9.0,16.0
64195,20191,금천구,노래방,219.0,222.0,4.5,10.0,5.0,11.0,3.0
64196,20191,관악구,PC방,104.0,126.0,6.3,8.0,3.2,4.0,22.0
64133,20191,용산구,한복점,4.0,4.0,0.0,0.0,0.0,0.0,0.0
64134,20191,서대문구,일반의원,210.0,210.0,1.4,3.0,4.3,9.0,0.0
64135,20191,동대문구,녹음실,10.0,10.0,0.0,0.0,0.0,0.0,0.0
64120,20191,광진구,핸드폰,530.0,538.0,5.4,29.0,2.8,15.0,8.0
64121,20191,종로구,가방,118.0,121.0,3.3,4.0,2.5,3.0,3.0
64122,20191,양천구,변리사사무소,3.0,3.0,0.0,0.0,33.3,1.0,0.0
64123,20191,금천구,양식음식점,47.0,73.0,4.1,3.0,4.1,3.0,26.0
64124,20191,관악구,네일숍,162.0,163.0,3.1,5.0,0.0,0.0,1.0
64125,20191,강동구,운동/경기용품,153.0,153.0,2.6,4.0,5.2,8.0,0.0
64126,20191,양천구,DVD방,1.0,1.0,0.0,0.0,0.0,0.0,0.0
64127,20191,광진구,예술학원,275.0,288.0,4.9,14.0,3.1,9.0,13.0
64112,20191,강남구,예술학원,763.0,794.0,4.7,37.0,2.9,23.0,31.0
64113,20191,송파구,동물병원,68.0,68.0,1.5,1.0,1.5,1.0,0.0
64114,20191,관악구,예술학원,337.0,346.0,7.5,26.0,4.9,17.0,9.0
64115,20191,동작구,모터사이클및부품,7.0,7.0,0.0,0.0,0.0,0.0,0.0
64116,20191,마포구,통번역서비스,107.0,107.0,6.5,7.0,0.0,0.0,0.0
64117,20191,영등포구,예술학원,292.0,309.0,3.2,10.0,2.3,7.0,17.0
64118,20191,강동구,회계사사무소,11.0,11.0,0.0,0.0,0.0,0.0,0.0
64119,20191,서대문구,당구장,98.0,99.0,6.1,6.0,5.1,5.0,1.0
64104,20191,광진구,건축물청소,156.0,160.0,2.5,4.0,1.3,2.0,4.0
64105,20191,강서구,모터사이클수리,20.0,20.0,5.0,1.0,0.0,0.0,0.0
64106,20191,강서구,한의원,194.0,194.0,1.5,3.0,0.5,1.0,0.0
64107,20191,은평구,서적,129.0,131.0,3.1,4.0,0.8,1.0,2.0
64108,20191,양천구,자동차부품,106.0,106.0,4.7,5.0,0.0,0.0,0.0
64109,20191,동대문구,편의점,71.0,294.0,3.7,11.0,2.7,8.0,223.0
64110,20191,강북구,의류임대,6.0,6.0,16.7,1.0,0.0,0.0,0.0
64111,20191,동작구,커피-음료,427.0,599.0,7.7,46.0,3.8,23.0,172.0
64160,20191,도봉구,화장품,183.0,211.0,3.3,7.0,1.9,4.0,28.0
64161,20191,성북구,청과상,147.0,149.0,8.7,13.0,7.4,11.0,2.0
64162,20191,중랑구,독서실,32.0,35.0,0.0,0.0,5.7,2.0,3.0
64163,20191,성북구,철물점,102.0,102.0,2.0,2.0,3.9,4.0,0.0
64164,20191,영등포구,피부관리실,204.0,213.0,8.5,18.0,5.2,11.0,9.0
64101,20191,동작구,모터사이클수리,17.0,17.0,0.0,0.0,11.8,2.0,0.0
64102,20191,서초구,세무사사무소,920.0,920.0,2.4,22.0,4.8,44.0,0.0
64103,20191,금천구,법무사사무소,36.0,36.0,2.8,1.0,0.0,0.0,0.0
64088,20191,동대문구,중고차판매,8.0,8.0,0.0,0.0,12.5,1.0,0.0
64089,20191,노원구,치과의원,197.0,197.0,1.5,3.0,0.5,1.0,0.0
64090,20191,용산구,자동차수리,116.0,137.0,2.2,3.0,3.6,5.0,21.0
64091,20191,금천구,변호사사무소,14.0,14.0,7.1,1.0,0.0,0.0,0.0
64092,20191,강남구,가방,279.0,280.0,4.3,12.0,3.6,10.0,1.0
64093,20191,강북구,일반교습학원,349.0,385.0,7.8,30.0,6.5,25.0,36.0
64094,20191,마포구,건축물청소,171.0,173.0,2.3,4.0,2.3,4.0,2.0
64095,20191,강서구,치과의원,222.0,222.0,2.3,5.0,0.9,2.0,0.0
64080,20191,마포구,일반의원,390.0,390.0,2.6,10.0,3.8,15.0,0.0
64081,20191,중구,안경,218.0,265.0,3.8,10.0,3.8,10.0,47.0
64082,20191,서초구,스포츠클럽,223.0,231.0,6.1,14.0,0.9,2.0,8.0
64083,20191,중구,문구,336.0,360.0,1.4,5.0,1.9,7.0,24.0
64084,20191,마포구,녹음실,184.0,184.0,4.9,9.0,0.5,1.0,0.0
64085,20191,동작구,시계및귀금속,64.0,65.0,4.6,3.0,0.0,0.0,1.0
64086,20191,광진구,시계및귀금속,102.0,104.0,1.0,1.0,2.9,3.0,2.0
64087,20191,동대문구,스포츠 강습,160.0,168.0,8.9,15.0,3.0,5.0,8.0
64072,20191,용산구,치킨전문점,56.0,133.0,1.5,2.0,3.0,4.0,77.0
64073,20191,중랑구,중고가구,4.0,4.0,0.0,0.0,0.0,0.0,0.0
64074,20191,동대문구,패스트푸드점,69.0,159.0,6.9,11.0,1.3,2.0,90.0
64075,20191,강남구,모터사이클수리,23.0,23.0,0.0,0.0,4.3,1.0,0.0
64076,20191,강동구,볼링장,5.0,5.0,0.0,0.0,0.0,0.0,0.0
64077,20191,양천구,예술품,18.0,18.0,16.7,3.0,0.0,0.0,0.0
64078,20191,강북구,분식전문점,233.0,294.0,4.4,13.0,5.4,16.0,61.0
64079,20191,용산구,가구,92.0,93.0,3.2,3.0,2.2,2.0,1.0
64128,20191,성북구,예술품,35.0,35.0,2.9,1.0,5.7,2.0,0.0
64129,20191,성동구,건축물청소,87.0,90.0,1.1,1.0,3.3,3.0,3.0
64130,20191,광진구,화장품,344.0,396.0,2.3,9.0,0.5,2.0,52.0
64131,20191,성동구,조명용품,221.0,222.0,1.8,4.0,1.8,4.0,1.0
64132,20191,성동구,중고가구,5.0,5.0,20.0,1.0,0.0,0.0,0.0
64069,20191,중랑구,패스트푸드점,47.0,118.0,2.5,3.0,1.7,2.0,71.0
64070,20191,동작구,동물병원,24.0,24.0,0.0,0.0,0.0,0.0,0.0
64071,20191,광진구,독서실,59.0,72.0,4.2,3.0,4.2,3.0,13.0
64056,20191,도봉구,볼링장,4.0,4.0,0.0,0.0,0.0,0.0,0.0
64057,20191,강남구,피부관리실,736.0,777.0,3.9,30.0,3.9,30.0,41.0
64058,20191,강남구,부동산중개업,4564.0,4568.0,4.2,193.0,1.1,49.0,4.0
64059,20191,강남구,여관,167.0,168.0,3.0,5.0,4.8,8.0,1.0
64060,20191,도봉구,부동산중개업,582.0,582.0,4.0,23.0,1.7,10.0,0.0
64061,20191,구로구,법무사사무소,47.0,47.0,0.0,0.0,0.0,0.0,0.0
64062,20191,관악구,게스트하우스,9.0,9.0,11.1,1.0,0.0,0.0,0.0
64063,20191,동대문구,미용실,610.0,641.0,1.7,11.0,1.7,11.0,31.0
64048,20191,관악구,인테리어,165.0,165.0,2.4,4.0,3.0,5.0,0.0
64049,20191,영등포구,가방,141.0,143.0,2.1,3.0,1.4,2.0,2.0
64050,20191,동작구,중고차판매,5.0,5.0,0.0,0.0,0.0,0.0,0.0
64051,20191,강북구,모터사이클및부품,7.0,7.0,14.3,1.0,0.0,0.0,0.0
64052,20191,금천구,편의점,44.0,202.0,7.4,15.0,1.5,3.0,158.0
64053,20191,금천구,가구,79.0,79.0,5.1,4.0,0.0,0.0,0.0
64054,20191,송파구,세무사사무소,577.0,577.0,1.6,9.0,1.0,6.0,0.0
64055,20191,동작구,신발,58.0,59.0,6.8,4.0,3.4,2.0,1.0
64040,20191,중랑구,육류판매,261.0,261.0,1.5,4.0,3.1,8.0,0.0
64041,20191,노원구,의약품,255.0,272.0,2.6,7.0,2.2,6.0,17.0
64042,20191,동대문구,전자상거래업,713.0,713.0,1.5,11.0,0.0,0.0,0.0
64043,20191,용산구,인테리어,102.0,102.0,2.9,3.0,2.0,2.0,0.0
64044,20191,중구,가구,287.0,287.0,3.1,9.0,1.7,5.0,0.0
64045,20191,노원구,커피-음료,460.0,640.0,8.6,55.0,4.2,27.0,180.0
64046,20191,은평구,전자상거래업,685.0,685.0,0.9,6.0,0.0,0.0,0.0
64047,20191,강북구,노래방,323.0,324.0,3.7,12.0,4.6,15.0,1.0
64096,20191,종로구,주류도매,22.0,22.0,0.0,0.0,0.0,0.0,0.0
64097,20191,강남구,PC방,122.0,132.0,9.8,13.0,6.8,9.0,10.0
64098,20191,강남구,치킨전문점,112.0,352.0,1.4,5.0,4.8,17.0,240.0
64099,20191,서대문구,게스트하우스,28.0,28.0,3.6,1.0,0.0,0.0,0.0
64100,20191,송파구,고시원,4.0,4.0,0.0,0.0,0.0,0.0,0.0
64037,20191,종로구,피부관리실,104.0,110.0,8.2,9.0,10.9,12.0,6.0
64038,20191,강남구,인테리어,265.0,266.0,2.3,6.0,3.8,10.0,1.0
64039,20191,노원구,예술품,20.0,20.0,5.0,1.0,5.0,1.0,0.0
64024,20191,강남구,자동차미용,88.0,92.0,6.5,6.0,4.3,4.0,4.0
64025,20191,노원구,일식음식점,110.0,136.0,4.4,6.0,3.7,5.0,26.0
64026,20191,강서구,법무사사무소,55.0,55.0,0.0,0.0,0.0,0.0,0.0
64027,20191,도봉구,회계사사무소,1.0,1.0,0.0,0.0,0.0,0.0,0.0
64028,20191,은평구,섬유제품,82.0,82.0,4.9,4.0,0.0,0.0,0.0
64029,20191,영등포구,철물점,118.0,118.0,0.8,1.0,5.1,6.0,0.0
64030,20191,중랑구,세탁소,200.0,226.0,3.5,8.0,1.8,4.0,26.0
64031,20191,금천구,스포츠 강습,96.0,103.0,4.9,5.0,1.9,2.0,7.0
64016,20191,광진구,게스트하우스,8.0,8.0,37.5,3.0,0.0,0.0,0.0
64017,20191,관악구,스포츠 강습,215.0,224.0,5.8,13.0,4.5,10.0,9.0
64018,20191,마포구,제과점,309.0,412.0,7.8,32.0,3.6,15.0,103.0
64019,20191,강동구,육류판매,281.0,283.0,4.2,12.0,3.2,9.0,2.0
64020,20191,강북구,인테리어,105.0,105.0,1.9,2.0,1.0,1.0,0.0
64021,20191,동대문구,일반교습학원,437.0,498.0,5.0,25.0,4.0,20.0,61.0
64022,20191,강북구,중식음식점,101.0,105.0,4.8,5.0,3.8,4.0,4.0
64023,20191,마포구,부동산중개업,1613.0,1614.0,3.7,59.0,1.4,23.0,1.0
64008,20191,강북구,슈퍼마켓,327.0,411.0,2.7,11.0,4.4,18.0,84.0
64009,20191,중랑구,가전제품수리,145.0,145.0,8.3,12.0,1.4,2.0,0.0
64010,20191,중구,미곡판매,177.0,177.0,0.0,0.0,1.7,3.0,0.0
64011,20191,성동구,게스트하우스,11.0,11.0,0.0,0.0,0.0,0.0,0.0
64012,20191,종로구,회계사사무소,34.0,34.0,0.0,0.0,0.0,0.0,0.0
64013,20191,양천구,녹음실,24.0,24.0,4.2,1.0,0.0,0.0,0.0
64014,20191,은평구,중식음식점,123.0,132.0,5.3,7.0,4.5,6.0,9.0
64015,20191,강동구,통신기기수리,25.0,25.0,16.0,4.0,0.0,0.0,0.0
64064,20191,광진구,여행사,109.0,109.0,4.6,5.0,1.8,2.0,0.0
64065,20191,구로구,청과상,225.0,225.0,4.9,11.0,4.9,11.0,0.0
64066,20191,성북구,한식음식점,1616.0,1806.0,3.6,65.0,4.3,77.0,190.0
64067,20191,성북구,일식음식점,119.0,138.0,5.8,8.0,5.8,8.0,19.0
64068,20191,마포구,가정용품임대,40.0,40.0,10.0,4.0,0.0,0.0,0.0
64005,20191,종로구,호프-간이주점,763.0,842.0,3.9,33.0,3.3,28.0,79.0
64006,20191,용산구,변리사사무소,1.0,1.0,0.0,0.0,0.0,0.0,0.0
64007,20191,동대문구,주유소,38.0,38.0,2.6,1.0,2.6,1.0,0.0
63992,20191,영등포구,스포츠 강습,209.0,216.0,3.7,8.0,3.2,7.0,7.0
63993,20191,서초구,가방,154.0,156.0,2.6,4.0,0.6,1.0,2.0
63994,20191,강북구,주류도매,11.0,11.0,0.0,0.0,0.0,0.0,0.0
63995,20191,성북구,일반교습학원,762.0,824.0,3.6,30.0,3.0,25.0,62.0
63996,20191,중랑구,복권방,39.0,39.0,0.0,0.0,0.0,0.0,0.0
63997,20191,구로구,동물병원,24.0,26.0,0.0,0.0,0.0,0.0,2.0
63998,20191,강남구,유아의류,113.0,118.0,3.4,4.0,1.7,2.0,5.0
63999,20191,동대문구,화초,95.0,95.0,1.1,1.0,6.3,6.0,0.0
63984,20191,중랑구,재생용품 판매점,68.0,68.0,2.9,2.0,0.0,0.0,0.0
63985,20191,서초구,일반의류,1991.0,1994.0,2.3,46.0,1.8,36.0,3.0
63986,20191,용산구,통번역서비스,61.0,61.0,0.0,0.0,0.0,0.0,0.0
63987,20191,마포구,안경,102.0,137.0,4.4,6.0,2.9,4.0,35.0
63988,20191,서초구,육류판매,186.0,186.0,4.8,9.0,2.2,4.0,0.0
63989,20191,중구,컴퓨터학원,4.0,4.0,0.0,0.0,0.0,0.0,0.0
63990,20191,강북구,동물병원,26.0,26.0,3.8,1.0,0.0,0.0,0.0
63991,20191,중랑구,여행사,48.0,48.0,0.0,0.0,0.0,0.0,0.0
63976,20191,강서구,분식전문점,368.0,527.0,7.8,41.0,4.7,25.0,159.0
63977,20191,중랑구,자전거 및 기타운송장비,44.0,44.0,4.5,2.0,2.3,1.0,0.0
63978,20191,성동구,전자게임장,3.0,3.0,0.0,0.0,33.3,1.0,0.0
63979,20191,동대문구,의류임대,6.0,6.0,0.0,0.0,0.0,0.0,0.0
63980,20191,중구,한복점,25.0,25.0,0.0,0.0,4.0,1.0,0.0
63981,20191,마포구,청과상,225.0,226.0,2.7,6.0,2.7,6.0,1.0
63982,20191,노원구,수산물판매,84.0,84.0,4.8,4.0,2.4,2.0,0.0
63983,20191,은평구,세탁소,229.0,269.0,3.0,8.0,2.6,7.0,40.0
64032,20191,송파구,일반교습학원,1259.0,1409.0,6.2,88.0,4.6,65.0,150.0
64033,20191,성북구,커피-음료,534.0,682.0,6.7,46.0,2.5,17.0,148.0
64034,20191,강북구,한복점,6.0,6.0,0.0,0.0,0.0,0.0,0.0
64035,20191,도봉구,제과점,77.0,125.0,7.2,9.0,1.6,2.0,48.0
64036,20191,성북구,PC방,67.0,73.0,4.1,3.0,5.5,4.0,6.0
63973,20191,동대문구,모터사이클수리,46.0,48.0,2.1,1.0,2.1,1.0,2.0
63974,20191,송파구,전자상거래업,1229.0,1230.0,2.9,36.0,0.0,0.0,1.0
63975,20191,중구,세무사사무소,361.0,361.0,1.4,5.0,2.5,9.0,0.0
63960,20191,송파구,한의원,257.0,257.0,1.9,5.0,0.0,0.0,0.0
63961,20191,동대문구,변리사사무소,5.0,5.0,0.0,0.0,0.0,0.0,0.0
63962,20191,서초구,기타법무서비스,285.0,285.0,3.9,11.0,0.0,0.0,0.0
63963,20191,노원구,제과점,130.0,220.0,6.8,15.0,1.8,4.0,90.0
63964,20191,광진구,스포츠 강습,191.0,196.0,4.6,9.0,2.0,4.0,5.0
63965,20191,중구,일반의류,17151.0,17163.0,4.5,773.0,2.1,368.0,12.0
63966,20191,강서구,변호사사무소,17.0,17.0,0.0,0.0,0.0,0.0,0.0
63967,20191,영등포구,육류판매,247.0,249.0,2.4,6.0,1.2,3.0,2.0
63952,20191,중구,양식음식점,294.0,345.0,3.5,12.0,2.9,10.0,51.0
63953,20191,송파구,화장품,780.0,872.0,4.1,36.0,0.7,6.0,92.0
63954,20191,강남구,패스트푸드점,222.0,428.0,4.0,17.0,2.6,11.0,206.0
63955,20191,중구,자동차부품,36.0,36.0,2.8,1.0,0.0,0.0,0.0
63956,20191,송파구,청과상,2552.0,2557.0,1.0,25.0,1.0,25.0,5.0
63957,20191,은평구,자전거 및 기타운송장비,30.0,30.0,0.0,0.0,3.3,1.0,0.0
63958,20191,중구,사진관,157.0,157.0,3.2,5.0,1.3,2.0,0.0
63959,20191,강서구,서적,206.0,209.0,1.0,2.0,1.9,4.0,3.0
63944,20191,서초구,패스트푸드점,108.0,225.0,4.9,11.0,2.7,6.0,117.0
63945,20191,강서구,세무사사무소,214.0,214.0,1.4,3.0,0.5,1.0,0.0
63946,20191,강서구,고시원,2.0,2.0,100.0,2.0,0.0,0.0,0.0
63947,20191,중랑구,예술품,6.0,6.0,0.0,0.0,0.0,0.0,0.0
63948,20191,송파구,운동/경기용품,333.0,333.0,3.0,10.0,3.0,10.0,0.0
63949,20191,관악구,녹음실,17.0,17.0,0.0,0.0,0.0,0.0,0.0
63950,20191,마포구,동물병원,47.0,47.0,0.0,0.0,0.0,0.0,0.0
